159;236;5560942;DDI;27;22;Activo
160;236;5570942;DDI;27;33;Activo
161;236;5640946;DDI;27;44;Activo
162;221;6891019;DDI;27;55;Activo
163;341;7191028;DDI;27;66;Activo
164;341;7581036;DDI;27;77;Activo
165;341;30000112;DDI;27;88;Activo
166;223;3410634;DDI;34;99;Activo
167;230;3460638;DDI;34;11;Activo
168;236;3510645;DDI;34;22;Activo
169;221;4520846;DDI;34;33;Activo
170;236;5560942;DDI;34;44;Activo
171;230;6531011;DDI;34;55;Activo
172;348;6091001;DDI;53;66;Activo
173;221;3400631;DDI;58;77;Activo
174;236;3590703;DDI;58;88;Activo
175;236;3750746;DDI;58;99;Activo
176;236;4340825;DDI;58;11;Activo
177;236;5640946;DDI;58;22;Activo
178;341;6391008;DDI;58;33;Activo
179;341;7581036;DDI;58;44;Activo
180;348;7621037;DDI;58;55;Activo
181;341;6071001;DDI;216;66;Activo
182;348;6091001;DDI;216;77;Activo
183;236;5430937;DDI;229;88;Activo
184;341;7581036;DDI;229;99;Activo
185;236;4340825;DDI;249;11;Activo
186;223;7741041;DDI;249;22;Activo
187;236;5640946;DDI;598;33;Activo
188;221;7691038;DDI;1;100;Activo
189;223;6161002;DDI;1;100;Activo
190;223;7741041;DDI;1;100;Activo
191;221;4160809;DDI;27;100;Activo
192;223;6161002;DDI;53;100;Activo
193;220;7621037;DDN;2234;100;Activo
194;223;6161002;DDN;2241;100;Activo
195;223;6161002;DDN;2255;100;Activo
196;220;7621037;DDN;2281;100;Activo
197;220;3340622;DDN;2323;100;Activo
198;220;5200932;DDN;2964;100;Activo
199;221;3400631;DDN;2964;100;Activo
200;223;6161002;DDN;2964;100;Activo
201;223;7301029;DDN;3382;100;Activo
202;221;4160809;DDN;3402;100;Activo
203;223;7741041;DDN;3492;100;Activo
204;221;7691038;DDN;3548;100;Activo
